source,metaedge,target
Compound::DB00373,CcSE,Side Effect::C0162285
Compound::DB01200,CcSE,Side Effect::C0085624
Compound::DB01359,CcSE,Side Effect::C0010200
Compound::DB00175,CcSE,Side Effect::C0423636
Compound::DB00790,CcSE,Side Effect::C0483455
Compound::DB00519,CcSE,Side Effect::C0011124
Compound::DB01193,CcSE,Side Effect::C0344320
Compound::DB00575,CcSE,Side Effect::C0038454
Compound::DB01083,CcSE,Side Effect::C0042963
Compound::DB01067,CcSE,Side Effect::C0023530
Compound::DB01039,CcSE,Side Effect::C0151786
Compound::DB00960,CcSE,Side Effect::C0018834
Compound::DB00808,CcSE,Side Effect::C0002622
Compound::DB00401,CcSE,Side Effect::C0039070
Compound::DB00436,CcSE,Side Effect::C0042963
Compound::DB00457,CcSE,Side Effect::C0002170
Compound::DB00999,CcSE,Side Effect::C0042384
Compound::DB01200,CcSE,Side Effect::C0021400
Compound::DB00381,CcSE,Side Effect::C3665347
Compound::DB00999,CcSE,Side Effect::C0030319
Compound::DB01016,CcSE,Side Effect::C0002874
Compound::DB00629,CcSE,Side Effect::C0017178
Compound::DB00275,CcSE,Side Effect::C0002871
Compound::DB00627,CcSE,Side Effect::C0043352
Compound::DB00876,CcSE,Side Effect::C0015672
Compound::DB01016,CcSE,Side Effect::C0030312
Compound::DB00758,CcSE,Side Effect::C0151705
Compound::DB01203,CcSE,Side Effect::C0034063
Compound::DB00524,CcSE,Side Effect::C0030305
Compound::DB00270,CcSE,Side Effect::C0013395
Compound::DB01132,CcSE,Side Effect::C0027651
Compound::DB00808,CcSE,Side Effect::C0857093
Compound::DB01029,CcSE,Side Effect::C0403447
Compound::DB00700,CcSE,Side Effect::C0002962
Compound::DB00270,CcSE,Side Effect::C0855242
Compound::DB00999,CcSE,Side Effect::C0039070
Compound::DB00195,CcSE,Side Effect::C0007859
Compound::DB00973,CcSE,Side Effect::C0853034
Compound::DB00178,CcSE,Side Effect::C0020649
Compound::DB00195,CcSE,Side Effect::C0022081
Compound::DB00722,CcSE,Side Effect::C0392699
Compound::DB00401,CcSE,Side Effect::C0011630
Compound::DB00343,CcSE,Side Effect::C0030232
Compound::DB00808,CcSE,Side Effect::C0022107
Compound::DB00678,CcSE,Side Effect::C0018681
Compound::DB01039,CcSE,Side Effect::C0231218
Compound::DB00629,CcSE,Side Effect::C0002871
Compound::DB01120,CcSE,Side Effect::C0235198
Compound::DB01018,CcSE,Side Effect::C0033774
Compound::DB01029,CcSE,Side Effect::C0027947
Compound::DB00206,CcSE,Side Effect::C0011124
Compound::DB00331,CcSE,Side Effect::C0013378
Compound::DB00584,CcSE,Side Effect::C0855242
Compound::DB00598,CcSE,Side Effect::C0344315
Compound::DB00876,CcSE,Side Effect::C0520888
Compound::DB01039,CcSE,Side Effect::C0030196
Compound::DB00373,CcSE,Side Effect::C0009766
Compound::DB01200,CcSE,Side Effect::C0017181
Compound::DB01098,CcSE,Side Effect::C0026848
Compound::DB00627,CcSE,Side Effect::C0024115
Compound::DB01083,CcSE,Side Effect::C0013378
Compound::DB00722,CcSE,Side Effect::C0002170
Compound::DB00177,CcSE,Side Effect::C0687133
Compound::DB01132,CcSE,Side Effect::C0034063
Compound::DB00758,CcSE,Side Effect::C0021845
Compound::DB00808,CcSE,Side Effect::C0021400
Compound::DB00195,CcSE,Side Effect::C0497156
Compound::DB00881,CcSE,Side Effect::C0151766
Compound::DB00270,CcSE,Side Effect::C0043352
Compound::DB00790,CcSE,Side Effect::C0033860
Compound::DB01200,CcSE,Side Effect::C0030567
Compound::DB01039,CcSE,Side Effect::C0015230
Compound::DB00222,CcSE,Side Effect::C0858217
Compound::DB01193,CcSE,Side Effect::C0259817
Compound::DB00178,CcSE,Side Effect::C0262985
Compound::DB00343,CcSE,Side Effect::C0232197
Compound::DB01136,CcSE,Side Effect::C0033860
Compound::DB01120,CcSE,Side Effect::C0001807
Compound::DB00519,CcSE,Side Effect::C0162429
Compound::DB00808,CcSE,Side Effect::C2830004
Compound::DB00641,CcSE,Side Effect::C0033774
Compound::DB00590,CcSE,Side Effect::C0151827
Compound::DB00401,CcSE,Side Effect::C0008031
Compound::DB00999,CcSE,Side Effect::C0001824
Compound::DB01029,CcSE,Side Effect::C0014868
Compound::DB01200,CcSE,Side Effect::C0023182
Compound::DB00661,CcSE,Side Effect::C0423791
Compound::DB00206,CcSE,Side Effect::C0042963
Compound::DB00966,CcSE,Side Effect::C0027769
Compound::DB00661,CcSE,Side Effect::C0151517
Compound::DB00999,CcSE,Side Effect::C0020651
Compound::DB00381,CcSE,Side Effect::C0040034
Compound::DB00598,CcSE,Side Effect::C0021775
Compound::DB00384,CcSE,Side Effect::C0162830
Compound::DB00222,CcSE,Side Effect::C0042109
Compound::DB00275,CcSE,Side Effect::C0037023
Compound::DB01029,CcSE,Side Effect::C0035455
Compound::DB00627,CcSE,Side Effect::C0002792
Compound::DB00695,CcSE,Side Effect::C0344232
Compound::DB00881,CcSE,Side Effect::C0011606
Compound::DB00629,CcSE,Side Effect::C0021400
Compound::DB01023,CcSE,Side Effect::C0020507
Compound::DB00590,CcSE,Side Effect::C0235906
Compound::DB00876,CcSE,Side Effect::C0031350
Compound::DB00758,CcSE,Side Effect::C0268000
Compound::DB01115,CcSE,Side Effect::C0043096
Compound::DB01120,CcSE,Side Effect::C0013295
Compound::DB00571,CcSE,Side Effect::C0006271
Compound::DB01261,CcSE,Side Effect::C0035243
Compound::DB00722,CcSE,Side Effect::C0042384
Compound::DB00524,CcSE,Side Effect::C2047937
Compound::DB01193,CcSE,Side Effect::C0476273
Compound::DB00876,CcSE,Side Effect::C0041657
Compound::DB00178,CcSE,Side Effect::C0002792
Compound::DB00264,CcSE,Side Effect::C0151517
Compound::DB01067,CcSE,Side Effect::C0027497
Compound::DB01136,CcSE,Side Effect::C1565489
Compound::DB01039,CcSE,Side Effect::C0019360
Compound::DB00178,CcSE,Side Effect::C0025061
Compound::DB00275,CcSE,Side Effect::C0948594
Compound::DB01359,CcSE,Side Effect::C2363730
Compound::DB01083,CcSE,Side Effect::C0033775
Compound::DB00800,CcSE,Side Effect::C0023518
Compound::DB01029,CcSE,Side Effect::C0002962
Compound::DB00808,CcSE,Side Effect::C0042109
Compound::DB00722,CcSE,Side Effect::C0151603
Compound::DB01241,CcSE,Side Effect::C0015672
Compound::DB01029,CcSE,Side Effect::C0877359
Compound::DB00678,CcSE,Side Effect::C0020458
Compound::DB00790,CcSE,Side Effect::C0038990
Compound::DB00629,CcSE,Side Effect::C0040264
Compound::DB00973,CcSE,Side Effect::C0231528
Compound::DB00187,CcSE,Side Effect::C0036572
Compound::DB00790,CcSE,Side Effect::C1368065
Compound::DB08882,CcSE,Side Effect::C0020473
Compound::DB01136,CcSE,Side Effect::C0151904
Compound::DB01197,CcSE,Side Effect::C0085932
Compound::DB00590,CcSE,Side Effect::C0036454
Compound::DB01124,CcSE,Side Effect::C0018834
Compound::DB00492,CcSE,Side Effect::C0002874
Compound::DB01132,CcSE,Side Effect::C0017160
Compound::DB00492,CcSE,Side Effect::C0497156
Compound::DB00960,CcSE,Side Effect::C0033774
Compound::DB01136,CcSE,Side Effect::C0037763
Compound::DB00270,CcSE,Side Effect::C0017178
Compound::DB01132,CcSE,Side Effect::C0271051
Compound::DB00331,CcSE,Side Effect::C0018939
Compound::DB00790,CcSE,Side Effect::C0007859
Compound::DB00222,CcSE,Side Effect::C0687713
Compound::DB01359,CcSE,Side Effect::C0015967
Compound::DB00973,CcSE,Side Effect::C0027441
Compound::DB00973,CcSE,Side Effect::C0751295
Compound::DB00175,CcSE,Side Effect::C0003123
Compound::DB00808,CcSE,Side Effect::C0558489
Compound::DB00310,CcSE,Side Effect::C0020625
Compound::DB00758,CcSE,Side Effect::C0018944
Compound::DB00571,CcSE,Side Effect::C0149725
Compound::DB00178,CcSE,Side Effect::C1167965
Compound::DB00808,CcSE,Side Effect::C0012833
Compound::DB00492,CcSE,Side Effect::C0085932
Compound::DB00590,CcSE,Side Effect::C0085632
Compound::DB00598,CcSE,Side Effect::C0020580
Compound::DB00310,CcSE,Side Effect::C0262988
Compound::DB00999,CcSE,Side Effect::C0011849
Compound::DB00598,CcSE,Side Effect::C0025517
Compound::DB00575,CcSE,Side Effect::C0521491
Compound::DB00887,CcSE,Side Effect::C0240515
Compound::DB00264,CcSE,Side Effect::C0043094
Compound::DB00672,CcSE,Side Effect::C0017178
Compound::DB00629,CcSE,Side Effect::C0037763
Compound::DB00678,CcSE,Side Effect::C1291078
Compound::DB00968,CcSE,Side Effect::C0009806
Compound::DB00412,CcSE,Side Effect::C0011991
Compound::DB01039,CcSE,Side Effect::C0015967
Compound::DB00575,CcSE,Side Effect::C0858797
Compound::DB00722,CcSE,Side Effect::C0018681
Compound::DB01132,CcSE,Side Effect::C0038990
Compound::DB00758,CcSE,Side Effect::C0852361
Compound::DB01162,CcSE,Side Effect::C0027424
Compound::DB00584,CcSE,Side Effect::C0151908
Compound::DB00945,CcSE,Side Effect::C0009938
Compound::DB01115,CcSE,Side Effect::C0018965
Compound::DB00629,CcSE,Side Effect::C0015672
Compound::DB00722,CcSE,Side Effect::C0020458
Compound::DB00492,CcSE,Side Effect::C1167965
Compound::DB00790,CcSE,Side Effect::C0041657
Compound::DB00275,CcSE,Side Effect::C0020649
Compound::DB00973,CcSE,Side Effect::C0002622
Compound::DB01132,CcSE,Side Effect::C0025061
Compound::DB01203,CcSE,Side Effect::C0340464
Compound::DB00492,CcSE,Side Effect::C0008031
Compound::DB00214,CcSE,Side Effect::C0020456
Compound::DB00876,CcSE,Side Effect::C0151474
Compound::DB00627,CcSE,Side Effect::C0003811
Compound::DB00195,CcSE,Side Effect::C0027796
Compound::DB00722,CcSE,Side Effect::C0178298
Compound::DB00722,CcSE,Side Effect::C0349506
Compound::DB00519,CcSE,Side Effect::C0027051
Compound::DB00657,CcSE,Side Effect::C0036572
Compound::DB00945,CcSE,Side Effect::C0009421
Compound::DB01275,CcSE,Side Effect::C1368065
Compound::DB00966,CcSE,Side Effect::C0006145
Compound::DB00381,CcSE,Side Effect::C0011168
Compound::DB00641,CcSE,Side Effect::C0018681
Compound::DB00594,CcSE,Side Effect::C0023895
Compound::DB00973,CcSE,Side Effect::C0687713
Compound::DB00790,CcSE,Side Effect::C1565489
Compound::DB00790,CcSE,Side Effect::C0151632
Compound::DB00275,CcSE,Side Effect::C0022354
Compound::DB01193,CcSE,Side Effect::C0027765
Compound::DB00492,CcSE,Side Effect::C0340865
Compound::DB00912,CcSE,Side Effect::C0009806
Compound::DB01039,CcSE,Side Effect::C0311468
Compound::DB01261,CcSE,Side Effect::C0011630
Compound::DB04861,CcSE,Side Effect::C0000737
Compound::DB00700,CcSE,Side Effect::C0851341
Compound::DB01067,CcSE,Side Effect::C0018681
Compound::DB00195,CcSE,Side Effect::C0037763
Compound::DB01241,CcSE,Side Effect::C0011124
Compound::DB00629,CcSE,Side Effect::C0020621
Compound::DB00310,CcSE,Side Effect::C0221512
Compound::DB00270,CcSE,Side Effect::C0547030
Compound::DB00999,CcSE,Side Effect::C0018681
Compound::DB00758,CcSE,Side Effect::C0014457
Compound::DB00373,CcSE,Side Effect::C0262985
Compound::DB00880,CcSE,Side Effect::C0012833
Compound::DB00178,CcSE,Side Effect::C0015967
Compound::DB00343,CcSE,Side Effect::C0085610
Compound::DB00575,CcSE,Side Effect::C0037320
Compound::DB00491,CcSE,Side Effect::C0009806
Compound::DB01029,CcSE,Side Effect::C0015672
Compound::DB00492,CcSE,Side Effect::C0043251
Compound::DB00672,CcSE,Side Effect::C0042109
Compound::DB00808,CcSE,Side Effect::C0038454
Compound::DB01162,CcSE,Side Effect::C0863093
Compound::DB00700,CcSE,Side Effect::C0027765
Compound::DB00722,CcSE,Side Effect::C0151480
Compound::DB00264,CcSE,Side Effect::C0231807
Compound::DB00629,CcSE,Side Effect::C0424295
Compound::DB00264,CcSE,Side Effect::C0236075
Compound::DB00722,CcSE,Side Effect::C0018790
Compound::DB00968,CcSE,Side Effect::C0030312
Compound::DB00880,CcSE,Side Effect::C0235416
Compound::DB00524,CcSE,Side Effect::C0085682
Compound::DB00678,CcSE,Side Effect::C0042029
Compound::DB00519,CcSE,Side Effect::C0022354
Compound::DB01197,CcSE,Side Effect::C0004093
Compound::DB00700,CcSE,Side Effect::C0011124
Compound::DB00678,CcSE,Side Effect::C0948594
Compound::DB00519,CcSE,Side Effect::C0036974
Compound::DB01132,CcSE,Side Effect::C0031350
Compound::DB00275,CcSE,Side Effect::C0151904
Compound::DB01029,CcSE,Side Effect::C0009450
Compound::DB01120,CcSE,Side Effect::C0027769
Compound::DB01039,CcSE,Side Effect::C0002170
Compound::DB00661,CcSE,Side Effect::C0034150
Compound::DB01136,CcSE,Side Effect::C0002170
Compound::DB00598,CcSE,Side Effect::C0231218
Compound::DB00381,CcSE,Side Effect::C0085593
Compound::DB00275,CcSE,Side Effect::C0039231
Compound::DB00966,CcSE,Side Effect::C0034150
Compound::DB01197,CcSE,Side Effect::C0027947
Compound::DB00264,CcSE,Side Effect::C0031212
Compound::DB01098,CcSE,Side Effect::C0035410
Compound::DB00206,CcSE,Side Effect::C0002962
Compound::DB00758,CcSE,Side Effect::C0521839
Compound::DB00343,CcSE,Side Effect::C0015402
Compound::DB00960,CcSE,Side Effect::C0008031
Compound::DB01200,CcSE,Side Effect::C0025061
Compound::DB00695,CcSE,Side Effect::C0178298
Compound::DB00343,CcSE,Side Effect::C0541782
Compound::DB00594,CcSE,Side Effect::C0039971
Compound::DB00912,CcSE,Side Effect::C0037199
Compound::DB00542,CcSE,Side Effect::C0398370
Compound::DB00966,CcSE,Side Effect::C0234215
Compound::DB00195,CcSE,Side Effect::C0028084
Compound::DB00627,CcSE,Side Effect::C0237849
Compound::DB00381,CcSE,Side Effect::C0013428
Compound::DB00945,CcSE,Side Effect::C0017181
Compound::DB00695,CcSE,Side Effect::C0151723
Compound::DB00808,CcSE,Side Effect::C0013428
Compound::DB00629,CcSE,Side Effect::C0162429
Compound::DB00598,CcSE,Side Effect::C0033975
Compound::DB00519,CcSE,Side Effect::C0003811
Compound::DB00584,CcSE,Side Effect::C0013404
Compound::DB00195,CcSE,Side Effect::C0009676
Compound::DB01120,CcSE,Side Effect::C0009763
Compound::DB00775,CcSE,Side Effect::C0020538
Compound::DB01136,CcSE,Side Effect::C0268000
Compound::DB00966,CcSE,Side Effect::C0006444
Compound::DB00966,CcSE,Side Effect::C0041912
Compound::DB00887,CcSE,Side Effect::C0240521
Compound::DB00275,CcSE,Side Effect::C0730345
Compound::DB00641,CcSE,Side Effect::C0006147
Compound::DB00519,CcSE,Side Effect::C0041657
Compound::DB00373,CcSE,Side Effect::C0233494
Compound::DB00177,CcSE,Side Effect::C0027121
Compound::DB00999,CcSE,Side Effect::C0018834
Compound::DB00790,CcSE,Side Effect::C0001339
Compound::DB00700,CcSE,Side Effect::C0151662
Compound::DB01197,CcSE,Side Effect::C0018418
Compound::DB00519,CcSE,Side Effect::C0042109
Compound::DB00575,CcSE,Side Effect::C1619702
Compound::DB01275,CcSE,Side Effect::C0001824
Compound::DB00594,CcSE,Side Effect::C0032617
Compound::DB00881,CcSE,Side Effect::C0015672
Compound::DB00584,CcSE,Side Effect::C0011168
Compound::DB01359,CcSE,Side Effect::C0858678
Compound::DB00678,CcSE,Side Effect::C0020615
Compound::DB00622,CcSE,Side Effect::C0042963
Compound::DB08816,CcSE,Side Effect::C0423798
Compound::DB01023,CcSE,Side Effect::C0023222
Compound::DB00999,CcSE,Side Effect::C0009806
Compound::DB01083,CcSE,Side Effect::C0006266
Compound::DB00598,CcSE,Side Effect::C0030554
Compound::DB01132,CcSE,Side Effect::C0006147
Compound::DB01115,CcSE,Side Effect::C0028734
Compound::DB00629,CcSE,Side Effect::C0031154
Compound::DB00310,CcSE,Side Effect::C1318520
Compound::DB00622,CcSE,Side Effect::C0746961
Compound::DB00966,CcSE,Side Effect::C0497247
Compound::DB00722,CcSE,Side Effect::C0442874
Compound::DB00187,CcSE,Side Effect::C0018801
Compound::DB00876,CcSE,Side Effect::C0013404
Compound::DB00310,CcSE,Side Effect::C0034063
Compound::DB00195,CcSE,Side Effect::C0151754
Compound::DB00571,CcSE,Side Effect::C0007682
Compound::DB00661,CcSE,Side Effect::C0235439
Compound::DB00839,CcSE,Side Effect::C0234215
Compound::DB00973,CcSE,Side Effect::C0600142
Compound::DB00175,CcSE,Side Effect::C0030305
Compound::DB01261,CcSE,Side Effect::C0018799
Compound::DB00758,CcSE,Side Effect::C1168290
Compound::DB00575,CcSE,Side Effect::C0497365
Compound::DB00678,CcSE,Side Effect::C0026858
Compound::DB00622,CcSE,Side Effect::C0040034
Compound::DB01136,CcSE,Side Effect::C0085649
Compound::DB00575,CcSE,Side Effect::C0857468
Compound::DB00343,CcSE,Side Effect::C0151315
Compound::DB01023,CcSE,Side Effect::C0542571
Compound::DB01023,CcSE,Side Effect::C0042963
Compound::DB00731,CcSE,Side Effect::C0011991
Compound::DB08860,CcSE,Side Effect::C0020580
Compound::DB00227,CcSE,Side Effect::C0242350
Compound::DB00758,CcSE,Side Effect::C0019080
Compound::DB00270,CcSE,Side Effect::C0041969
Compound::DB01016,CcSE,Side Effect::C0042384
Compound::DB00758,CcSE,Side Effect::C3241936
Compound::DB08816,CcSE,Side Effect::C0005940
Compound::DB01244,CcSE,Side Effect::C0030554
Compound::DB01244,CcSE,Side Effect::C2981158
Compound::DB01115,CcSE,Side Effect::C3665347
Compound::DB00381,CcSE,Side Effect::C0236075
Compound::DB01067,CcSE,Side Effect::C0030554
Compound::DB00343,CcSE,Side Effect::C0042401
Compound::DB01203,CcSE,Side Effect::C0004093
Compound::DB00960,CcSE,Side Effect::C0687713
Compound::DB01016,CcSE,Side Effect::C0000731
Compound::DB00808,CcSE,Side Effect::C0032285
Compound::DB01120,CcSE,Side Effect::C0232459
Compound::DB00343,CcSE,Side Effect::C0003123
Compound::DB00373,CcSE,Side Effect::C0004245
Compound::DB01200,CcSE,Side Effect::C0000737
Compound::DB01029,CcSE,Side Effect::C1443060
Compound::DB01261,CcSE,Side Effect::C0022660
Compound::DB00270,CcSE,Side Effect::C0011570
Compound::DB00622,CcSE,Side Effect::C0026826
Compound::DB01136,CcSE,Side Effect::C0009450
Compound::DB00796,CcSE,Side Effect::C0027051
Compound::DB00524,CcSE,Side Effect::C0000737
Compound::DB00381,CcSE,Side Effect::C0013378
Compound::DB01261,CcSE,Side Effect::C0595877
Compound::DB01261,CcSE,Side Effect::C0030196
Compound::DB01193,CcSE,Side Effect::C0015672
Compound::DB00722,CcSE,Side Effect::C0020649
Compound::DB00542,CcSE,Side Effect::C0542571
Compound::DB00178,CcSE,Side Effect::C0040034
Compound::DB00571,CcSE,Side Effect::C0000737
Compound::DB00401,CcSE,Side Effect::C0037763
Compound::DB00381,CcSE,Side Effect::C0017152
Compound::DB01018,CcSE,Side Effect::C0021053
Compound::DB00999,CcSE,Side Effect::C0476273
Compound::DB00876,CcSE,Side Effect::C0011991
Compound::DB00790,CcSE,Side Effect::C0277585
Compound::DB00731,CcSE,Side Effect::C0085649
Compound::DB08816,CcSE,Side Effect::C0700200
Compound::DB00881,CcSE,Side Effect::C0027051
Compound::DB01115,CcSE,Side Effect::C0014518
Compound::DB08882,CcSE,Side Effect::C0011991
Compound::DB00284,CcSE,Side Effect::C0009806
Compound::DB01016,CcSE,Side Effect::C0456909
Compound::DB00960,CcSE,Side Effect::C0013404
Compound::DB00999,CcSE,Side Effect::C0553704
Compound::DB00284,CcSE,Side Effect::C0022346
Compound::DB01124,CcSE,Side Effect::C0853026
Compound::DB01200,CcSE,Side Effect::C0013144
Compound::DB00695,CcSE,Side Effect::C0020621
Compound::DB01039,CcSE,Side Effect::C0040034
Compound::DB01029,CcSE,Side Effect::C0040264
Compound::DB08816,CcSE,Side Effect::C0019080
Compound::DB00590,CcSE,Side Effect::C0009763
Compound::DB01067,CcSE,Side Effect::C1167965
Compound::DB00641,CcSE,Side Effect::C0002170
Compound::DB00641,CcSE,Side Effect::C0041912
Compound::DB00187,CcSE,Side Effect::C0080274
Compound::DB01018,CcSE,Side Effect::C0022081
Compound::DB00343,CcSE,Side Effect::C0151636
Compound::DB00331,CcSE,Side Effect::C0162429
Compound::DB00492,CcSE,Side Effect::C0085602
Compound::DB00999,CcSE,Side Effect::C0392176
Compound::DB00912,CcSE,Side Effect::C0002170
Compound::DB00195,CcSE,Side Effect::C0442874
Compound::DB00973,CcSE,Side Effect::C0917801
Compound::DB00641,CcSE,Side Effect::C1510497
Compound::DB00912,CcSE,Side Effect::C0042963
Compound::DB00590,CcSE,Side Effect::C0042109
Compound::DB00999,CcSE,Side Effect::C0016204
Compound::DB00695,CcSE,Side Effect::C0011603
Compound::DB00796,CcSE,Side Effect::C0015672
Compound::DB01029,CcSE,Side Effect::C0456909
Compound::DB00264,CcSE,Side Effect::C0038218
Compound::DB00627,CcSE,Side Effect::C0917801
Compound::DB01200,CcSE,Side Effect::C0018802
Compound::DB00945,CcSE,Side Effect::C0003862
Compound::DB00960,CcSE,Side Effect::C0438717
Compound::DB00968,CcSE,Side Effect::C0027059
Compound::DB01200,CcSE,Side Effect::C0028084
Compound::DB00264,CcSE,Side Effect::C0002622
Compound::DB00722,CcSE,Side Effect::C0029408
Compound::DB01359,CcSE,Side Effect::C0020458
Compound::DB00436,CcSE,Side Effect::C0012833
Compound::DB00187,CcSE,Side Effect::C0034063
Compound::DB00275,CcSE,Side Effect::C0037763
Compound::DB01132,CcSE,Side Effect::C0042109
Compound::DB00966,CcSE,Side Effect::C0020621
Compound::DB00178,CcSE,Side Effect::C3665347
Compound::DB00590,CcSE,Side Effect::C0020458
Compound::DB00222,CcSE,Side Effect::C0000737
Compound::DB01162,CcSE,Side Effect::C0043352
Compound::DB01162,CcSE,Side Effect::C0013378
Compound::DB00966,CcSE,Side Effect::C0013395
Compound::DB00881,CcSE,Side Effect::C0002878
Compound::DB00966,CcSE,Side Effect::C3665347
Compound::DB01120,CcSE,Side Effect::C0017181
Compound::DB08860,CcSE,Side Effect::C0002622
Compound::DB01244,CcSE,Side Effect::C0000737
Compound::DB00177,CcSE,Side Effect::C0035455
Compound::DB00945,CcSE,Side Effect::C0038990
Compound::DB00999,CcSE,Side Effect::C0948089
Compound::DB00722,CcSE,Side Effect::C0020461
Compound::DB00598,CcSE,Side Effect::C0239488
Compound::DB01115,CcSE,Side Effect::C0948594
Compound::DB00331,CcSE,Side Effect::C0020615
Compound::DB00195,CcSE,Side Effect::C0004095
Compound::DB00594,CcSE,Side Effect::C0003862
Compound::DB00214,CcSE,Side Effect::C0020625
Compound::DB04861,CcSE,Side Effect::C0004245
Compound::DB01115,CcSE,Side Effect::C0340865
Compound::DB08882,CcSE,Side Effect::C0948594
Compound::DB01120,CcSE,Side Effect::C0235832
Compound::DB00178,CcSE,Side Effect::C0021141
Compound::DB00227,CcSE,Side Effect::C0009450
Compound::DB00381,CcSE,Side Effect::C0028734
Compound::DB01200,CcSE,Side Effect::C0428977
Compound::DB01067,CcSE,Side Effect::C0021141
Compound::DB00492,CcSE,Side Effect::C0744727
Compound::DB00999,CcSE,Side Effect::C0151908
Compound::DB00731,CcSE,Side Effect::C0015230
Compound::DB01197,CcSE,Side Effect::C0030554
Compound::DB00661,CcSE,Side Effect::C0011603
Compound::DB00657,CcSE,Side Effect::C0242350
Compound::DB00575,CcSE,Side Effect::C0232462
Compound::DB00622,CcSE,Side Effect::C0149871
Compound::DB08882,CcSE,Side Effect::C0020517
Compound::DB00331,CcSE,Side Effect::C0687713
Compound::DB01132,CcSE,Side Effect::C0027051
Compound::DB00492,CcSE,Side Effect::C0028643
Compound::DB01039,CcSE,Side Effect::C0018799
Compound::DB01115,CcSE,Side Effect::C0027765
Compound::DB00808,CcSE,Side Effect::C1167965
Compound::DB00275,CcSE,Side Effect::C0409974
Compound::DB00790,CcSE,Side Effect::C0015230
Compound::DB00641,CcSE,Side Effect::C0028259
Compound::DB00968,CcSE,Side Effect::C0027765
Compound::DB01197,CcSE,Side Effect::C2981158
Compound::DB01083,CcSE,Side Effect::C0015230
Compound::DB00661,CcSE,Side Effect::C0015371
Compound::DB00999,CcSE,Side Effect::C0034933
Compound::DB00401,CcSE,Side Effect::C2979982
Compound::DB00968,CcSE,Side Effect::C0948594
Compound::DB00945,CcSE,Side Effect::C0039971
Compound::DB01244,CcSE,Side Effect::C0027497
Compound::DB00731,CcSE,Side Effect::C0014742
Compound::DB01023,CcSE,Side Effect::C0030252
Compound::DB01023,CcSE,Side Effect::C0004604
Compound::DB00672,CcSE,Side Effect::C0162566
Compound::DB01083,CcSE,Side Effect::C0235309
Compound::DB00966,CcSE,Side Effect::C0005940
Compound::DB00796,CcSE,Side Effect::C0018802
Compound::DB00960,CcSE,Side Effect::C0041657
Compound::DB00590,CcSE,Side Effect::C0006277
Compound::DB00492,CcSE,Side Effect::C0002888
Compound::DB00876,CcSE,Side Effect::C0027769
Compound::DB01203,CcSE,Side Effect::C0020557
Compound::DB01193,CcSE,Side Effect::C0018524
Compound::DB00790,CcSE,Side Effect::C0042373
Compound::DB00657,CcSE,Side Effect::C0012833
Compound::DB00641,CcSE,Side Effect::C0002994
Compound::DB01039,CcSE,Side Effect::C0039520
Compound::DB00343,CcSE,Side Effect::C1167965
Compound::DB00175,CcSE,Side Effect::C0242339
Compound::DB01115,CcSE,Side Effect::C0497247
Compound::DB01197,CcSE,Side Effect::C0003862
Compound::DB01132,CcSE,Side Effect::C0037763
Compound::DB00175,CcSE,Side Effect::C0035243
Compound::DB00808,CcSE,Side Effect::C0235996
Compound::DB01029,CcSE,Side Effect::C0085649
Compound::DB01197,CcSE,Side Effect::C0004134
Compound::DB00808,CcSE,Side Effect::C0595877
Compound::DB01039,CcSE,Side Effect::C0004604
Compound::DB00678,CcSE,Side Effect::C0162830
Compound::DB00808,CcSE,Side Effect::C0855242
Compound::DB00808,CcSE,Side Effect::C0042384
Compound::DB00575,CcSE,Side Effect::C0014130
Compound::DB01359,CcSE,Side Effect::C0002170
Compound::DB00524,CcSE,Side Effect::C0085631
Compound::DB01067,CcSE,Side Effect::C0020580
Compound::DB00412,CcSE,Side Effect::C0085607
Compound::DB00195,CcSE,Side Effect::C0037317
Compound::DB00519,CcSE,Side Effect::C0851341
Compound::DB00880,CcSE,Side Effect::C0034150
Compound::DB00331,CcSE,Side Effect::C1260880
Compound::DB00492,CcSE,Side Effect::C0016382
Compound::DB00270,CcSE,Side Effect::C0002792
Compound::DB01197,CcSE,Side Effect::C0015934
Compound::DB01275,CcSE,Side Effect::C0033774
Compound::DB00343,CcSE,Side Effect::C0151904
Compound::DB00876,CcSE,Side Effect::C0231528
Compound::DB00343,CcSE,Side Effect::C0151579
Compound::DB00960,CcSE,Side Effect::C0026821
Compound::DB00758,CcSE,Side Effect::C1527407
Compound::DB00331,CcSE,Side Effect::C0413252
Compound::DB01136,CcSE,Side Effect::C0042024
Compound::DB00968,CcSE,Side Effect::C0000731
Compound::DB00594,CcSE,Side Effect::C0232462
Compound::DB00175,CcSE,Side Effect::C0022660
Compound::DB01098,CcSE,Side Effect::C0012833
Compound::DB00999,CcSE,Side Effect::C0013604
Compound::DB01241,CcSE,Side Effect::C0009782
Compound::DB00401,CcSE,Side Effect::C0035455
Compound::DB01241,CcSE,Side Effect::C0027441
Compound::DB01261,CcSE,Side Effect::C0003467
Compound::DB00590,CcSE,Side Effect::C3665347
Compound::DB00629,CcSE,Side Effect::C1443060
Compound::DB01359,CcSE,Side Effect::C0023066
Compound::DB00331,CcSE,Side Effect::C0151766
Compound::DB01120,CcSE,Side Effect::C0009676
Compound::DB00401,CcSE,Side Effect::C1306341
Compound::DB00542,CcSE,Side Effect::C0017152
